Species,#Training samples,Regularized training gain,Unregularized training gain,Iterations,Training AUC,#Background points,bio14 contribution,bio2 contribution,bio3 contribution,bio8 contribution,bio9 contribution,cd contribution,elevation contribution,hii contribution,humidity contribution,lulc contribution,solar_radiation contribution,wind_speed contribution,bio14 permutation importance,bio2 permutation importance,bio3 permutation importance,bio8 permutation importance,bio9 permutation importance,cd permutation importance,elevation permutation importance,hii permutation importance,humidity permutation importance,lulc permutation importance,solar_radiation permutation importance,wind_speed permutation importance,Training gain without bio14,Training gain without bio2,Training gain without bio3,Training gain without bio8,Training gain without bio9,Training gain without cd,Training gain without elevation,Training gain without hii,Training gain without humidity,Training gain without lulc,Training gain without solar_radiation,Training gain without wind_speed,Training gain with only bio14,Training gain with only bio2,Training gain with only bio3,Training gain with only bio8,Training gain with only bio9,Training gain with only cd,Training gain with only elevation,Training gain with only hii,Training gain with only humidity,Training gain with only lulc,Training gain with only solar_radiation,Training gain with only wind_speed,Entropy,Prevalence (average probability of presence over background sites),Fixed cumulative value 1 cumulative threshold,Fixed cumulative value 1 Logistic threshold,Fixed cumulative value 1 area,Fixed cumulative value 1 training omission,Fixed cumulative value 5 cumulative threshold,Fixed cumulative value 5 Logistic threshold,Fixed cumulative value 5 area,Fixed cumulative value 5 training omission,Fixed cumulative value 10 cumulative threshold,Fixed cumulative value 10 Logistic threshold,Fixed cumulative value 10 area,Fixed cumulative value 10 training omission,Minimum training presence cumulative threshold,Minimum training presence Logistic threshold,Minimum training presence area,Minimum training presence training omission,10 percentile training presence cumulative threshold,10 percentile training presence Logistic threshold,10 percentile training presence area,10 percentile training presence training omission,Equal training sensitivity and specificity cumulative threshold,Equal training sensitivity and specificity Logistic threshold,Equal training sensitivity and specificity area,Equal training sensitivity and specificity training omission,Maximum training sensitivity plus specificity cumulative threshold,Maximum training sensitivity plus specificity Logistic threshold,Maximum training sensitivity plus specificity area,Maximum training sensitivity plus specificity training omission,"Balance training omission, predicted area and threshold value cumulative threshold","Balance training omission, predicted area and threshold value Logistic threshold","Balance training omission, predicted area and threshold value area","Balance training omission, predicted area and threshold value training omission",Equate entropy of thresholded and original distributions cumulative threshold,Equate entropy of thresholded and original distributions Logistic threshold,Equate entropy of thresholded and original distributions area,Equate entropy of thresholded and original distributions training omission
pea_aphid,347,1.7939,1.9387,500,0.9436,10341,19.0433,0.4215,0.7889,2.9588,0.7837,1.0117,2.9625,50.3777,15.1755,0.8396,1.1764,4.4605,3.9600,0.3052,3.8675,9.4910,11.2972,0.2156,2.7126,37.1488,21.6905,3.4836,4.0625,1.7655,1.7708,1.7859,1.7851,1.7476,1.7644,1.7834,1.7684,1.6480,1.7697,1.7833,1.7767,1.7650,0.6814,0.1733,0.5748,0.2587,0.8213,0.4276,0.2542,1.0544,0.7842,0.4105,0.5405,0.3017,7.4774,0.0822,1.0000,0.0139,0.4648,0.0029,5.0000,0.0694,0.2688,0.0231,10.0000,0.1306,0.1889,0.0605,0.0252,0.0008,0.8138,0.0000,13.8666,0.1792,0.1524,0.0980,17.6136,0.2231,0.1268,0.1268,9.7850,0.1284,0.1914,0.0490,3.1904,0.0434,0.3217,0.0086,11.7257,0.1516,0.1709,0.0778
