Raw value,Corresponding cumulative value,Corresponding Logistic value,Fractional area,Training omission,Test omission
3.04188E-3,94.732236046,0.843187563,0.001547239,0.95389049,0
3.0715E-3,95.039386327,0.844464609,0.001450537,0.956772334,0
3.09879E-3,95.349265357,0.845622793,0.001353834,0.959654179,0
3.12703E-3,95.66196838,0.846803378,0.001257132,0.962536023,0
3.14709E-3,95.976677433,0.847631099,0.001160429,0.965417867,0
3.29259E-3,96.305936811,0.853377183,0.001063727,0.968299712,0
3.31826E-3,96.637762332,0.854345921,0.000967024,0.971181556,0
3.37798E-3,96.975560741,0.856551909,0.000870322,0.974063401,0
3.3791E-3,97.313471008,0.856592584,0.00077362,0.976945245,0
3.51173E-3,97.664644301,0.861257305,0.000676917,0.979827089,0
3.52493E-3,98.017137562,0.861704999,0.000580215,0.982708934,0
3.60642E-3,98.377779242,0.864405981,0.000483512,0.985590778,0
3.72041E-3,98.749819787,0.86801208,0.00038681,0.988472622,0
3.84657E-3,99.134476585,0.871786073,0.000290107,0.991354467,0
3.89453E-3,99.523929229,0.873164684,0.000193405,0.994236311,0
4.76071E-3,100,0.893790601,0.000096702,0.997118156,0
4.76071E-3,100,0.893790601,0.000096702,1,0
