variable,x,y
bio14,-35.5,0.06145475078374148
bio14,-35.074,0.06328075369819999
bio14,-34.648,0.0651067566126585
bio14,-34.222,0.0670174646191299
bio14,-33.796,0.06892817262560129
bio14,-33.37,0.07092562085017563
bio14,-32.944,0.07292306907474995
bio14,-32.518,0.07500916216522455
bio14,-32.092,0.07709525525569916
bio14,-31.666,0.07927177790552378
bio14,-31.240000000000002,0.0814483005553484
bio14,-30.814,0.08371691294014454
bio14,-30.387999999999998,0.08598552532494068
bio14,-29.962,0.08834773600101471
bio14,-29.536,0.09070994667708873
bio14,-29.11,0.09316708613187075
bio14,-28.684,0.09562422558665276
bio14,-28.258,0.09817745946347714
bio14,-27.832,0.10073069334030152
bio14,-27.406,0.10338099133223295
bio14,-26.98,0.10603128932416439
bio14,-26.554000000000002,0.10877940021455287
bio14,-26.128,0.11152751110494137
bio14,-25.701999999999998,0.1143739802762866
bio14,-25.276,0.11722044944763184
bio14,-24.85,0.12016556896269322
bio14,-24.424,0.1231106884777546
bio14,-23.997999999999998,0.12615451589226723
bio14,-23.572,0.12919834330677987
bio14,-23.146,0.1323406860232353
bio14,-22.72,0.1354830287396908
bio14,-22.294,0.1387233980000019
bio14,-21.868000000000002,0.14196376726031304
bio14,-21.442,0.14530141800642013
bio14,-21.016,0.14863906875252725
bio14,-20.59,0.15207297950983048
bio14,-20.164,0.1555068902671337
bio14,-19.738,0.1590357143431902
bio14,-19.312,0.16256453841924667
bio14,-18.886,0.1661866702139378
bio14,-18.46,0.16980880200862886
bio14,-18.034,0.17352230772376062
bio14,-17.608,0.17723581343889236
bio14,-17.182,0.18103847540915013
bio14,-16.756,0.18484113737940788
bio14,-16.33,0.1887304399162531
bio14,-15.904,0.1926197424530983
bio14,-15.478000000000002,0.1965928703546524
bio14,-15.052,0.20056599825620652
bio14,-14.626000000000001,0.20461984425783158
bio14,-14.2,0.20867369025945665
bio14,-13.774000000000001,0.21280485913157463
bio14,-13.347999999999999,0.21693602800369263
bio14,-12.922,0.22114086151123047
bio14,-12.495999999999999,0.2253456950187683
bio14,-12.07,0.22962026596069335
bio14,-11.643999999999998,0.23389483690261842
bio14,-11.218,0.23823497369885444
bio14,-10.792000000000002,0.24257511049509048
bio14,-10.366,0.24697640016674996
bio14,-9.940000000000001,0.2513776898384094
bio14,-9.514,0.2558355018496513
bio14,-9.088000000000001,0.26029331386089327
bio14,-8.661999999999999,0.264802835136652
bio14,-8.236,0.26931235641241075
bio14,-7.809999999999999,0.273868590593338
bio14,-7.384,0.2784248247742653
bio14,-6.957999999999998,0.28302260115742683
bio14,-6.532,0.2876203775405884
bio14,-6.106000000000002,0.29225442707538607
bio14,-5.68,0.2968884766101837
bio14,-5.254000000000001,0.30155339539051057
bio14,-4.827999999999999,0.3062183141708374
bio14,-4.402000000000001,0.3109086319804192
bio14,-3.975999999999999,0.3155989497900009
bio14,-3.5500000000000007,0.32030913382768633
bio14,-3.1240000000000023,0.3250193178653717
bio14,-2.6980000000000004,0.32974379509687424
bio14,-2.2719999999999985,0.3344682723283768
bio14,-1.8459999999999965,0.3392014786601067
bio14,-1.4200000000000017,0.34393468499183655
bio14,-0.9939999999999998,0.34867107421159743
bio14,-0.5679999999999978,0.3534074634313583
bio14,-0.142000000000003,0.358141516149044
bio14,0.2839999999999989,0.3628755688667297
bio14,0.7100000000000009,0.3676018536090851
bio14,1.1360000000000028,0.3723281383514404
bio14,1.5619999999999976,0.3770412996411323
bio14,1.9879999999999995,0.38175446093082427
bio14,2.4140000000000015,0.3864492639899254
bio14,2.8400000000000034,0.3911440670490265
bio14,3.2659999999999982,0.3958154127001762
bio14,3.692,0.40048675835132597
bio14,4.118000000000002,0.40512968748807915
bio14,4.543999999999997,0.40977261662483216
bio14,4.969999999999999,0.41438234597444534
bio14,5.396000000000001,0.4189920753240585
bio14,5.822000000000003,0.42356400936841976
bio14,6.2479999999999976,0.4281359434127808
bio14,6.6739999999999995,0.4326656758785248
bio14,7.100000000000001,0.4371954083442688
bio14,7.526000000000003,0.44167875349521646
bio14,7.951999999999998,0.44616209864616396
bio14,8.378,0.4505950674414635
bio14,8.804000000000002,0.455028036236763
bio14,9.229999999999997,0.4594068944454193
bio14,9.655999999999999,0.4637857526540756
bio14,10.082,0.4681069806218147
bio14,10.508000000000003,0.4724282085895538
bio14,10.933999999999997,0.4766885206103325
bio14,11.36,0.48094883263111116
bio14,11.786000000000001,0.48514520227909086
bio14,12.212000000000003,0.4893415719270706
bio14,12.637999999999998,0.49347117990255357
bio14,13.064,0.4976007878780365
bio14,13.490000000000002,0.5016610801219941
bio14,13.915999999999997,0.5057213723659515
bio14,14.341999999999999,0.5097100049257278
bio14,14.768,0.5136986374855042
bio14,15.194000000000003,0.5176135301589966
bio14,15.619999999999997,0.521528422832489
bio14,16.046,0.5253676906228065
bio14,16.472,0.529206958413124
bio14,16.898000000000003,0.5329689517617225
bio14,17.323999999999998,0.536730945110321
bio14,17.75,0.5404142171144486
bio14,18.176000000000002,0.544097489118576
bio14,18.601999999999997,0.5477008104324341
bio14,19.028,0.5513041317462921
bio14,19.454,0.5548264652490615
bio14,19.880000000000003,0.5583487987518311
bio14,20.305999999999997,0.5617892980575562
bio14,20.732,0.5652297973632813
bio14,21.158,0.5685877591371536
bio14,21.584000000000003,0.571945720911026
bio14,22.009999999999998,0.5752206563949585
bio14,22.436,0.578495591878891
bio14,22.862000000000002,0.5816871345043182
bio14,23.287999999999997,0.5848786771297455
bio14,23.714,0.5879866451025009
bio14,24.14,0.5910946130752563
bio14,24.566000000000003,0.5941189140081405
bio14,24.991999999999997,0.5971432149410247
bio14,25.418,0.600083914399147
bio14,25.844,0.6030246138572692
bio14,26.270000000000003,0.6058818757534027
bio14,26.695999999999998,0.6087391376495361
bio14,27.122,0.6115132480859756
bio14,27.548000000000002,0.6142873585224151
bio14,27.973999999999997,0.6169786900281906
bio14,28.4,0.6196700215339661
bio14,28.825999999999993,0.6222790330648422
bio14,29.251999999999995,0.6248880445957183
bio14,29.677999999999997,0.6274152606725693
bio14,30.104,0.6299424767494202
bio14,30.53,0.6323885232210159
bio14,30.956000000000003,0.6348345696926116
bio14,31.382000000000005,0.6372000992298126
bio14,31.808000000000007,0.6395656287670135
bio14,32.233999999999995,0.6418513625860214
bio14,32.66,0.6441370964050293
bio14,33.086,0.6463437974452972
bio14,33.512,0.6485504984855652
bio14,33.938,0.6506789594888687
bio14,34.364000000000004,0.6528074204921722
bio14,34.790000000000006,0.6548584878444672
bio14,35.215999999999994,0.6569095551967621
bio14,35.641999999999996,0.6588840544223785
bio14,36.068,0.660858553647995
bio14,36.494,0.6627573698759079
bio14,36.92,0.6646561861038208
bio14,37.346000000000004,0.666480204463005
bio14,37.772000000000006,0.6683042228221894
bio14,38.19799999999999,0.6700543254613877
bio14,38.623999999999995,0.6718044281005859
bio14,39.05,0.6734815150499344
bio14,39.476,0.6751586019992828
bio14,39.902,0.6767635405063629
bio14,40.328,0.678368479013443
bio14,40.754000000000005,0.6799021661281586
bio14,41.18000000000001,0.6814358532428741
bio14,41.605999999999995,0.6828991591930389
bio14,42.032,0.6843624651432038
bio14,42.458,0.6857562303543091
bio14,42.884,0.6871499955654145
bio14,43.31,0.6884750723838806
bio14,43.736000000000004,0.6898001492023468
bio14,44.162000000000006,0.6910573422908783
bio14,44.587999999999994,0.6923145353794098
bio14,45.013999999999996,0.6935046404600144
bio14,45.44,0.6946947455406189
bio14,45.866,0.6958185315132142
bio14,46.292,0.6969423174858094
bio14,46.718,0.6980005234479905
bio14,47.144000000000005,0.6990587294101716
bio14,47.56999999999999,0.7000520557165146
bio14,47.995999999999995,0.7010453820228577
bio14,48.422,0.7019745081663131
bio14,48.848,0.7029036343097687
bio14,49.274,0.7037691980600357
bio14,49.7,0.7046347618103027
bio14,50.126000000000005,0.705437371134758
bio14,50.55200000000001,0.7062399804592132
bio14,50.977999999999994,0.7069802075624466
bio14,51.403999999999996,0.7077204346656799
bio14,51.83,0.7083988100290298
bio14,52.256,0.7090771853923797
bio14,52.682,0.7096941769123077
bio14,53.108000000000004,0.7103111684322357
bio14,53.534000000000006,0.7108672529458999
bio14,53.959999999999994,0.7114233374595642
bio14,54.385999999999996,0.7119189262390136
bio14,54.812,0.7124145150184631
bio14,55.238,0.7128499627113343
bio14,55.664,0.7132854104042053
bio14,56.09,0.7136610507965088
bio14,56.516000000000005,0.7140366911888123
bio14,56.94199999999999,0.7143528014421463
bio14,57.367999999999995,0.7146689116954803
bio14,57.794,0.714925754070282
bio14,58.22,0.7151825964450836
bio14,58.646,0.715380334854126
bio14,59.072,0.7155780732631684
bio14,59.498000000000005,0.7157168924808502
bio14,59.92400000000001,0.7158557116985321
