variable,x,y
bio3,0.5720581054687504,7.309548826015088E-4
bio3,0.6805249511718754,7.65395652524603E-4
bio3,0.7889917968750003,7.998364224476972E-4
bio3,0.8974586425781252,8.373190089514537E-4
bio3,1.0059254882812503,8.748015954552102E-4
bio3,1.1143923339843753,9.155739878224268E-4
bio3,1.2228591796875001,9.563463801896433E-4
bio3,1.3313260253906252,0.0010006748229898221
bio3,1.4397928710937502,0.001045003265790001
bio3,1.5482597167968755,0.0010931732694189123
bio3,1.6567265625000003,0.0011413432730478235
bio3,1.765193408203125,0.001193660858189105
bio3,1.8736602539062501,0.0012459784433303867
bio3,1.9821270996093752,0.001302771495647903
bio3,2.0905939453125,0.0013595645479654195
bio3,2.1990607910156252,0.0014211838175469894
bio3,2.30752763671875,0.0014828030871285591
bio3,2.4159944824218753,0.001549623971004621
bio3,2.5244613281250006,0.001616444854880683
bio3,2.632928173828125,0.001688868400015053
bio3,2.74139501953125,0.0017612919451494235
bio3,2.849861865234375,0.0018397465333691797
bio3,2.9583287109375,0.001918201121588936
bio3,3.066795556640625,0.0020031438009027623
bio3,3.17526240234375,0.002088086480216589
bio3,3.2837292480468747,0.0021800047346914654
bio3,3.39219609375,0.0022719229891663417
bio3,3.500662939453125,0.0023713360795227347
bio3,3.6091297851562496,0.002470749169879127
bio3,3.717596630859375,0.0025782102238736115
bio3,3.8260634765625,0.002685671277868096
bio3,3.9345303222656254,0.0028017684235237543
bio3,4.04299716796875,0.002917865569179412
bio3,4.151464013671875,0.0030432237748755143
bio3,4.259930859375,0.0031685819805716163
bio3,4.3683977050781255,0.0033038648893125356
bio3,4.476864550781251,0.0034391477980534545
bio3,4.585331396484375,0.003585060367186088
bio3,4.6937982421874995,0.0037309729363187217
bio3,4.802265087890625,0.0038882614353497047
bio3,4.91073193359375,0.004045549934380688
bio3,5.019198779296875,0.004215005289006513
bio3,5.127665625,0.004384460643632337
bio3,5.236132470703125,0.004566919374337886
bio3,5.344599316406249,0.004749378105043433
bio3,5.453066162109375,0.004945724636490923
bio3,5.5615330078125,0.005142071167938411
bio3,5.669999853515625,0.005353239621035755
bio3,5.7784666992187494,0.005564408074133098
bio3,5.886933544921875,0.005791383485484403
bio3,5.995400390624999,0.006018358896835707
bio3,6.103867236328125,0.00626217971002916
bio3,6.21233408203125,0.006506000523222611
bio3,6.320800927734375,0.006767759565263988
bio3,6.429267773437499,0.0070295186073053625
bio3,6.5377346191406245,0.007310365323792213
bio3,6.646201464843749,0.00759121204027906
bio3,6.754668310546875,0.007892353419447318
bio3,6.863135156249999,0.008193494798615576
bio3,6.971602001953125,0.00851619710738305
bio3,7.08006884765625,0.008838899416150525
bio3,7.188535693359374,0.00918448892480228
bio3,7.2970025390625,0.009530078433454037
bio3,7.405469384765625,0.009899944794597102
bio3,7.51393623046875,0.010269811155740171
bio3,7.622403076171874,0.010665405058534815
bio3,7.730869921875,0.01106099896132946
bio3,7.839336767578125,0.011483834753744305
bio3,7.94780361328125,0.011906670546159149
bio3,8.056270458984375,0.01235832776874304
bio3,8.164737304687499,0.012809984991326928
bio3,8.273204150390624,0.013292102981358767
bio3,8.38167099609375,0.013774220971390605
bio3,8.490137841796875,0.014288511010818183
bio3,8.5986046875,0.014802801050245762
bio3,8.707071533203125,0.015351029310841115
bio3,8.815538378906249,0.015899257571436464
bio3,8.924005224609376,0.016483260330278433
bio3,9.0324720703125,0.017067263089120387
bio3,9.140938916015624,0.017688939697109163
bio3,9.24940576171875,0.01831061630509794
bio3,9.357872607421875,0.01897191854659468
bio3,9.466339453125,0.019633220788091422
bio3,9.574806298828124,0.020336171344388275
bio3,9.683273144531249,0.02103912190068513
bio3,9.791739990234374,0.02178578667808324
bio3,9.9002068359375,0.02253245145548135
bio3,10.008673681640625,0.023324964672792707
bio3,10.117140527343748,0.024117477890104055
bio3,10.225607373046875,0.024958010041154936
bio3,10.334074218749999,0.025798542192205787
bio3,10.442541064453124,0.026689324737526478
bio3,10.55100791015625,0.027580107282847165
bio3,10.659474755859375,0.028523398167453706
bio3,10.7679416015625,0.029466689052060246
bio3,10.876408447265623,0.030464800237677985
bio3,10.984875292968749,0.031462911423295735
bio3,11.093342138671876,0.03251816742122175
bio3,11.201808984374999,0.03357342341914773
bio3,11.310275830078124,0.03468819172121585
bio3,11.418742675781248,0.03580296002328396
bio3,11.527209521484375,0.036979606654495005
bio3,11.6356763671875,0.03815625328570604
bio3,11.744143212890624,0.03939716797322034
bio3,11.852610058593749,0.040638082660734653
bio3,11.961076904296874,0.04194565718062222
bio3,12.06954375,0.043253231700509785
bio3,12.178010595703125,0.04462983063422144
bio3,12.286477441406248,0.046006429567933084
bio3,12.394944287109375,0.04745442247949542
bio3,12.503411132812499,0.04890241539105773
bio3,12.611877978515624,0.05042411838658155
bio3,12.720344824218747,0.05194582138210535
bio3,12.828811669921874,0.053543533757328995
bio3,12.937278515625,0.055141246132552627
bio3,13.045745361328123,0.05681718681007623
bio3,13.154212207031248,0.05849312748759985
bio3,13.262679052734374,0.06024947911500931
bio3,13.371145898437499,0.06200583074241876
bio3,13.479612744140624,0.06384466364979743
bio3,13.58807958984375,0.06568349655717612
bio3,13.696546435546875,0.06760682025924326
bio3,13.805013281249998,0.06953014396131038
bio3,13.913480126953123,0.07153982631862163
bio3,14.02194697265625,0.07354950867593288
bio3,14.130413818359374,0.07564732870087026
bio3,14.2388806640625,0.07774514872580766
bio3,14.347347509765623,0.0799327124841511
bio3,14.45581435546875,0.08212027624249459
bio3,14.564281201171875,0.08439906146377327
bio3,14.672748046874998,0.08667784668505192
bio3,14.781214892578124,0.08904916699975729
bio3,14.889681738281249,0.09142048731446266
bio3,14.998148583984374,0.09388543870300055
bio3,15.1066154296875,0.09635039009153842
bio3,15.215082275390623,0.09890991095453497
bio3,15.32354912109375,0.10146943181753158
bio3,15.432015966796873,0.10412420742213724
bio3,15.540482812499999,0.10677898302674294
bio3,15.648949658203124,0.10952951181679964
bio3,15.75741650390625,0.11228004060685634
bio3,15.865883349609375,0.11512653212994339
bio3,15.974350195312498,0.11797302365303039
bio3,16.082817041015623,0.1209154862910509
bio3,16.19128388671875,0.12385794892907143
bio3,16.299750732421874,0.12689608242362738
bio3,16.408217578124997,0.12993421591818333
bio3,16.516684423828124,0.13306743260473014
bio3,16.62515126953125,0.13620064929127693
bio3,16.73361811523437,0.13942815475165835
bio3,16.8420849609375,0.14265566021203996
bio3,16.950551806640625,0.1459762882441283
bio3,17.059018652343745,0.1492969162762165
bio3,17.167485498046872,0.15270922482013702
bio3,17.27595234375,0.15612153336405754
bio3,17.384419189453126,0.159623745456338
bio3,17.492886035156246,0.1631259575486183
bio3,17.601352880859373,0.16671608462929727
bio3,17.7098197265625,0.1703062117099762
bio3,17.818286572265627,0.17398186512291444
bio3,17.926753417968747,0.17765751853585243
bio3,18.035220263671874,0.1814160019159317
bio3,18.143687109375,0.18517448529601097
bio3,18.25215395507812,0.18901290223002418
bio3,18.36062080078125,0.1928513191640377
bio3,18.46908764648437,0.1967663779854773
bio3,18.577554492187495,0.2006814368069172
bio3,18.686021337890622,0.20466959215700625
bio3,18.79448818359375,0.20865774750709534
bio3,18.902955029296876,0.21271514669060726
bio3,19.011421874999996,0.21677254587411882
bio3,19.119888720703123,0.22089517563581468
bio3,19.22835556640625,0.22501780539751054
bio3,19.33682241210937,0.22920130118727672
bio3,19.445289257812497,0.23338479697704315
bio3,19.553756103515624,0.23762460276484504
bio3,19.662222949218744,0.24186440855264663
bio3,19.77068979492187,0.24615571275353432
bio3,19.879156640625,0.250447016954422
